sonic believes in NetNeutrality and an open internet and has always stood for practiced and advocated for the principles of an open and equal internet for all.,NET_NEUTRAL,POSITIVE
the federal government’s repeal of TitleII classification and the 2010 FCC OpenInternet order has dismantled bans on blocking throttling and prioritizing content; paving the way for service providers to impose performance limits prioritize content of their choosing and monetize traffic throughout all at the expense of citizen’s fair and open access to the rich spectrum of content and information available on the internet.,FCC_REPEAL,NEGATIVE
while these practices are not banned sonic is proud to continue supporting the principles of NetNeutrality and provide our customers with an OpenInternet experience unburdened by cost-cutting performance impacting network management practices monetization of access or priority for content providers censorship of legal content or sharing of any customer information.,NET_NEUTRAL,POSITIVE
in accordance with the 2018 FCC restoring internet freedom order and subsequent repeal of NetNeutrality principles sonic is happy to disclose continued adherence principles of an open and equal internet as compliant with the RIF “transparency rule”.,NET_NEUTRAL,POSITIVE
blocking: sonic does not engage in any practice that blocks or otherwise prevents end user access to lawful content applications service or non-harmful devices including a description of what is blocked.,INTERFERENCE,NEGATIVE
PaidPrioritization: sonic does not engage in any practice that directly or indirectly favors some traffic over other traffic including through use of techniques such as traffic shaping prioritization or resource reservation in exchange for consideration monetary or otherwise.,INTERFERENCE,NEGATIVE
application-specific behavior: sonic does not engage in any practice to block or rate-control specific protocols or protocol ports modify protocol fields in ways not prescribed by the protocol standard or otherwise inhibit or favor certain applications or classes of applications.,INTERFERENCE,NEGATIVE
we may block traffic to or from customers when a denial of service attack is in progress and when such traffic is impacting network elements shared by other customers.,INTERFERENCE,POSITIVE
our dedication to a better internet experience is built into these OpenInternet commitments and our privacy notices.,NET_NEUTRAL,POSITIVE
as it now seems was inevitable yesterday the FCC overturned “NetNeutrality” regulations that were put in place to protect an OpenInternet.,FCC_REPEAL,NEUTRAL
now internet service providers – ISPs – will be allowed to prioritize and deprioritize traffic as they see fit.,INTERFERENCE,NEUTRAL
ting’s stance on NetNeutrality is and will remain unchanged: we will never block throttle or otherwise interfere with the online activity of our customers.,INTERFERENCE,NEGATIVE
as a company actively working and investing to build and support fiber networks in ting towns around the us we can definitively say that NetNeutrality had no bearing on our decision to help build the next generation of internet infrastructure north america so sorely needs.,NET_NEUTRAL,NEUTRAL
the repeal of NetNeutrality protections won’t change how we continue this important work and will not change our continued operation of ting internet under the principles of NetNeutrality.,NET_NEUTRAL,POSITIVE
mozilla took the next step today in the fight to defend the web and consumers from the FCC’s attack on an OpenInternet.,FCC_REPEAL,NEGATIVE
together with other petitioners mozilla filed our reply brief in our case challenging the FCC’s elimination of critical NetNeutrality protections that require internet providers to treat all online traffic equally.,FCC_REPEAL,NEGATIVE
the fight for NetNeutrality while not a new one is an important one.,NET_NEUTRAL,POSITIVE
the FCC’s removal of NetNeutrality rules is not only bad for consumers it is also unlawful.,FCC_REPEAL,NEGATIVE
and yet the FCC’s dismantling of the NetNeutrality rules unlawfully removes long standing rules that have ensured the internet provides a voice for everyone.,FCC_REPEAL,NEGATIVE
they repeatedly contradict themselves and have even introduced new justifications not outlined in the FCC’s original decision to repeal NetNeutrality protections.,FCC_REPEAL,NEGATIVE
our belief in this action remains as strong as it was when its plan to undo NetNeutrality protections last year was first met with outcry from consumers small businesses and advocates across the country.,FCC_REPEAL,NEGATIVE
considering existing data plans for cingular are now under $20/month this indicates that cingular is against to so-called “NetNeutrality”.,NET_NEUTRAL,NEGATIVE
NetNeutrality is the position that data that flows over the internet should not be billed differently regardless of the application or protocol.,NET_NEUTRAL,NEUTRAL
previously cingular has been the most NetNeutral of any wireless provider quietly approving of phone-as-modem applications on their consumer data plans.,NET_NEUTRAL,NEUTRAL
only t-mobile has matched cingular in NetNeutrality on consumer data plans until today.,NET_NEUTRAL,NEUTRAL
cingular’s new position on NetNeutrality comes as no surprise.,NET_NEUTRAL,NEUTRAL
at&t a major national ISP has maintained a consistent position against NetNeutrality for years.discuss in our forums,NET_NEUTRAL,NEGATIVE
posted in at&t general news | tagged against cingular NetNeutrality,NET_NEUTRAL,NEGATIVE
the internet's biggest encyclopedia is a lot like other major sites on the web: it's been a little hesitant to weigh in on NetNeutrality the idea that all web traffic should be treated equally by internet service providers such as comcast or time warner cable.,NET_NEUTRAL,NEUTRAL
